,tconst,titleType,primaryTitle,originalTitle,startYear,runtimeMinutes,genres_x,primaryName,film_2,film_3,film_4,averageRating,original_language,overview,popularity,release_date,runtime,spoken_languages,production_companies_name,region,poster_ok,clean_overview
53981,tt0120526,movie,The Witman Boys,Witman fiúk,1997,93,"Drama,Thriller",Juli Sándor,tt0312215,tt0312160,tt0803052,6.8,hu,"Turn-of-the-century Hungary. Two young brothers, neglected by their cold and uncaring mother, descend deeper and deeper into psychosis, with tragic consequences.",0.961,1997-03-21,93.0,['hu'],"['MTM Kommunikáció', '47ème Parallèle', 'Budapest Filmstúdió']",GB,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,turnofthecentury hungary two young brothers neglected by their cold and uncaring mother descend deeper and deeper into psychosis with tragic consequences
53984,tt0120533,movie,Celebrity,Celebrity,1998,113,"Comedy,Drama",John Carter,tt0066769,tt0069762,tt0089652,6.3,en,"The career and personal life of writer Lee are at a standstill, so he divorces his bashful wife, Robin, and dives into a new job as an entertainment journalist. His assignments take him to the swankiest corners of Manhattan, but as he jumps from one lavish party to another and engages in numerous empty romances, he starts to doubt the worth of his work. Meanwhile, top TV producer Tony falls for Robin and introduces her to the world of celebrity.",11.056,1998-09-07,113.0,['en'],"['Sweetland Films', 'Magnolia Productions']",FR,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,the career and personal life of writer lee are at a standstill so he divorces his bashful wife robin and dives into a new job as an entertainment journalist his assignments take him to the swankiest corners of manhattan but as he jumps from one lavish party to another and engages in numerous empty romances he starts to doubt the worth of his work meanwhile top tv producer tony falls for robin and introduces her to the world of celebrity
54020,tt0120552,movie,Zigzag,Zigzag,1997,87,Action,Allan Lemley,tt4002786,tt0206843,Pas de film,5.1,en,"Jacob and Sierra, two poor rural types, decide to solve their problems by kidnapping Maria, the governor's daughter. Things begin to go awry, however, when Maria's father witnesses the kidnapping.  To make matters worse, he ends up in a coma after crashing his car while chasing the kidnappers, so he is unable to answer their demands",0.6,1997-12-12,87.0,[],[],US,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,jacob and sierra two poor rural types decide to solve their problems by kidnapping maria the governors daughter things begin to go awry however when marias father witnesses the kidnapping  to make matters worse he ends up in a coma after crashing his car while chasing the kidnappers so he is unable to answer their demands
54021,tt0120577,movie,54,54,1998,93,"Drama,Music",Elio Fiorucci,tt0201314,tt5729158,tt4419952,5.9,en,"Shane, a Jersey boy with big dreams, crosses the river in hopes of finding a more exciting life at Studio 54. When Steve Rubell, the mastermind behind the infamous disco, plucks Shane from the sea of faces clamoring to get inside his club, Shane not only gets his foot in the door, but lands a coveted job behind the bar – and a front-row seat at the most legendary party on the planet.",11.66,1998-08-28,106.0,['en'],"['Dollface', 'Redeemable Features', 'FilmColony', 'Miramax']",GB,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,shane a jersey boy with big dreams crosses the river in hopes of finding a more exciting life at studio  when steve rubell the mastermind behind the infamous disco plucks shane from the sea of faces clamoring to get inside his club shane not only gets his foot in the door but lands a coveted job behind the bar  and a frontrow seat at the most legendary party on the planet
54049,tt0120591,movie,Armageddon,Armageddon,1998,151,"Action,Adventure,Sci-Fi",Sage Allen,tt0118883,tt0118531,tt0106179,6.7,en,"When an asteroid threatens to collide with Earth, NASA honcho Dan Truman determines the only way to stop it is to drill into its surface and detonate a nuclear bomb. This leads him to renowned driller Harry Stamper, who agrees to helm the dangerous space mission provided he can bring along his own hotshot crew. Among them is the cocksure A.J. who Harry thinks isn't good enough for his daughter, until the mission proves otherwise.",32.381,1998-07-01,151.0,"['en', 'ru']","['Touchstone Pictures', 'Jerry Bruckheimer Films', 'Valhalla Motion Pictures']",FR,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,when an asteroid threatens to collide with earth nasa honcho dan truman determines the only way to stop it is to drill into its surface and detonate a nuclear bomb this leads him to renowned driller harry stamper who agrees to helm the dangerous space mission provided he can bring along his own hotshot crew among them is the cocksure aj who harry thinks isnt good enough for his daughter until the mission proves otherwise
54093,tt0120601,movie,Being John Malkovich,Being John Malkovich,1999,113,"Comedy,Drama,Fantasy",Orson Bean,tt0093260,tt0077687,tt0103405,7.7,en,"One day at work, unsuccessful puppeteer Craig finds a portal into the head of actor John Malkovich. The portal soon becomes a passion for anybody who enters its mad and controlling world of overtaking another human body.",15.558,1999-10-29,113.0,"['fr', 'en']","['Gramercy Pictures', 'Propaganda Films', 'Single Cell Pictures']",GB,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,one day at work unsuccessful puppeteer craig finds a portal into the head of actor john malkovich the portal soon becomes a passion for anybody who enters its mad and controlling world of overtaking another human body
54111,tt0120603,movie,Beloved,Beloved,1998,172,"Drama,History,Horror",Toni Morrison,tt0094416,tt27048465,tt0076393,6.1,en,"After Paul D. finds his old slave friend Sethe in Ohio and moves in with her and her daughter Denver, a strange girl comes along by the name of ""Beloved"". Sethe and Denver take her in and then strange things start to happen...",7.304,1998-10-16,172.0,['en'],"['Harpo Films', 'Touchstone Pictures']",US,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,after paul d finds his old slave friend sethe in ohio and moves in with her and her daughter denver a strange girl comes along by the name of beloved sethe and denver take her in and then strange things start to happen
54121,tt0120604,movie,Beowulf,Beowulf,1999,95,"Action,Adventure,Fantasy",Albu Ioan,tt0107505,tt0314067,tt0117330,4.1,en,"Beowulf is a wanderer who learns about a man-eating creature called Grendel, which comes in the night to devour warriors trapped at the Outpost. The Outpost is ruled by Hrothgar. He has a daughter, whose husband may have been murdered by the Outpost's master of arms.",10.934,1999-04-01,95.0,['en'],"['Dimension Films', 'CTV International', 'The Kushner-Locke Company', 'Capitol Films', 'Threshold Entertainment', 'European Motion Pictures Productions Ltd']",GB,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,beowulf is a wanderer who learns about a maneating creature called grendel which comes in the night to devour warriors trapped at the outpost the outpost is ruled by hrothgar he has a daughter whose husband may have been murdered by the outposts master of arms
54125,tt0120611,movie,Blade,Blade,1998,120,"Action,Horror,Sci-Fi",Kris Kristofferson,tt0187738,tt0120784,tt0075265,7.1,en,"The Daywalker known as ""Blade"" - a half-vampire, half-mortal man - becomes the protector of humanity against an underground army of vampires.",37.823,1998-08-21,121.0,"['ru', 'en']","['New Line Cinema', 'Amen Ra Films', 'Imaginary Forces']",FR,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,the daywalker known as blade  a halfvampire halfmortal man  becomes the protector of humanity against an underground army of vampires
54137,tt0120616,movie,The Mummy,The Mummy,1999,124,"Action,Adventure,Fantasy",Aharon Ipalé,tt0209163,tt0067093,tt0093278,7.1,en,Dashing legionnaire Rick O'Connell stumbles upon the hidden ruins of Hamunaptra while in the midst of a battle to claim the area in 1920s Egypt. It has been over three thousand years since former High Priest Imhotep suffered a fate worse than death as a punishment for a forbidden love—along with a curse that guarantees eternal doom upon the world if he is ever awoken.,60.589,1999-04-16,124.0,"['en', 'ar']","['Universal Pictures', 'Alphaville Films']",US,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,dashing legionnaire rick oconnell stumbles upon the hidden ruins of hamunaptra while in the midst of a battle to claim the area in s egypt it has been over three thousand years since former high priest imhotep suffered a fate worse than death as a punishment for a forbidden lovealong with a curse that guarantees eternal doom upon the world if he is ever awoken
54142,tt0120623,movie,A Bug's Life,A Bug's Life,1998,95,"Adventure,Animation,Comedy",Phyllis Diller,tt0061617,tt0061931,tt0060017,7.2,en,"On behalf of ""oppressed bugs everywhere,"" an inventive ant named Flik hires a troupe of warrior bugs to defend his bustling colony from a horde of freeloading grasshoppers led by the evil-minded Hopper.",46.816,1998-11-25,95.0,['en'],"['Pixar', 'Walt Disney Pictures']",US,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,on behalf of oppressed bugs everywhere an inventive ant named flik hires a troupe of warrior bugs to defend his bustling colony from a horde of freeloading grasshoppers led by the evilminded hopper
54149,tt0120630,movie,Chicken Run,Chicken Run,2000,84,"Adventure,Animation,Comedy",Tony Haygarth,tt0079073,tt0077025,tt0084157,7.1,en,"The creators of Wallace & Gromit bring you an exciting and original story about a group of chickens determined to fly the coop–even if they can’t fly! It’s hardly poultry in motion when Rocky attempts to teach Ginger and her feathered friends to fly…but, with teamwork, determination and a little bit o’ cluck, the fearless flock plots one last attempt in a spectacular bid for freedom.",38.769,2000-06-23,84.0,['en'],"['DreamWorks Animation', 'Aardman', 'Pathé', 'DreamWorks Pictures']",US,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,the creators of wallace  gromit bring you an exciting and original story about a group of chickens determined to fly the coopeven if they cant fly its hardly poultry in motion when rocky attempts to teach ginger and her feathered friends to flybut with teamwork determination and a little bit o cluck the fearless flock plots one last attempt in a spectacular bid for freedom
54163,tt0120631,movie,Ever After: A Cinderella Story,Ever After: A Cinderella Story,1998,121,"Drama,Romance",Matyelok Gibbs,tt1240982,tt0449467,tt0482546,7.1,en,"Orphaned as a child, Danielle is treated like a servant by her wicked stepmother and two stepsisters. When she stumbles onto Prince Henry, who's fleeing an arranged marriage, the two inspire each other to resolve their respective troubles.",18.541,1998-07-31,121.0,['en'],"['20th Century Fox', 'Fox Family Films']",US,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,orphaned as a child danielle is treated like a servant by her wicked stepmother and two stepsisters when she stumbles onto prince henry whos fleeing an arranged marriage the two inspire each other to resolve their respective troubles
54181,tt0120632,movie,City of Angels,City of Angels,1998,114,"Drama,Fantasy,Romance",Peter Spellos,tt0120912,tt0101917,tt0113568,6.7,en,"When guardian angel Seth - who invisibly watches over the citizens of Los Angeles - becomes captivated by Maggie, a strong-willed heart surgeon, he ponders trading in his pure, otherworldly existence for a mortal life with his beloved. The couple embarks on a tender but forbidden romance spanning heaven and Earth.",15.632,1998-04-10,114.0,"['en', 'pl', 'zh']","['Atlas Entertainment', 'Monarchy Enterprises B.V.', 'Regency Enterprises', 'Taurus Film', 'Warner Bros. Pictures']",US,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,when guardian angel seth  who invisibly watches over the citizens of los angeles  becomes captivated by maggie a strongwilled heart surgeon he ponders trading in his pure otherworldly existence for a mortal life with his beloved the couple embarks on a tender but forbidden romance spanning heaven and earth
54187,tt0120640,movie,The Commissioner,The Commissioner,1998,108,"Drama,Thriller",Dominic Letts,tt2711738,tt0969784,tt0414487,6.1,en,"John Hurt stars as a scandal-hit member of parliament, dispatched to the political backwaters of the European Commission in Brussels as penance for his failures. However, once there he stumbles upon a chemical weapons outrage that points to a sinister political-industrial conspiracy.",1.284,1998-02-22,108.0,['en'],"['Metropolis Filmproduction', 'New Era Vision', 'Canal+', 'Eurimages', 'Saga Film']",CA,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,john hurt stars as a scandalhit member of parliament dispatched to the political backwaters of the european commission in brussels as penance for his failures however once there he stumbles upon a chemical weapons outrage that points to a sinister politicalindustrial conspiracy
